split,pdb_id,kinase,state,motif_descriptor,chain,chains_in_pdb,residues,missing_internal_ids,dfg_found,hrd_found,vaik_lys_found,alphac_glu_found,valid
train,7k1h,EGFR,inactive,dfg_in_alphac_out,A,1,291,16,True,True,True,True,True
train,7t4i,EGFR,active,active,A,1,309,12,True,True,True,True,True
train,5hcz,EGFR,active,active,A,1,300,24,True,True,True,True,True
train,5a46,FGFR1,active,active,B,1,297,11,True,True,True,True,True
train,4li5,EGFR,active,active,A,1,306,22,True,True,True,True,True
train,3vjo,EGFR,active,active,A,1,298,25,True,True,True,True,True
train,7aei,EGFR,active,active,A,1,315,7,True,True,True,True,True
train,7aem,EGFR,active,active,A,1,312,12,True,True,True,True,True
train,5fed,EGFR,active,active,A,1,288,33,True,True,True,True,True
train,5zto,EGFR,active,active,A,1,294,27,True,True,True,True,True
train,4fk3,BRAF,active,active,B,1,257,17,True,True,True,True,True
train,6p7g,BRAF,inactive,dfg_out_alphac_in,D,1,254,19,True,True,True,True,True
train,5em5,EGFR,active,active,A,1,298,25,True,True,True,True,True
train,5csw,BRAF,inactive,dfg_in_alphac_out,A,1,254,19,True,True,True,True,True
train,7er2,EGFR,active,active,A,1,292,30,True,True,True,True,True
train,6s9d,EGFR,active,active,A,1,300,24,True,True,True,True,True
train,2itq,EGFR,active,active,A,1,300,22,True,True,True,True,True
train,6b8u,BRAF,inactive,dfg_out_alphac_in,A,1,253,19,True,True,True,True,True
train,8hv7,EGFR,active,active,A,1,301,23,True,True,True,True,True
train,4joa,ALK,active,active,A,1,250,42,True,True,True,True,True
train,6nvl,FGFR1,active,active,C,1,265,32,True,True,True,True,True
train,5c9c,BRAF,inactive,dfg_out_alphac_in,B,1,251,21,True,True,True,True,True
train,3idp,BRAF,inactive,dfg_out_alphac_in,B,1,256,16,True,True,True,True,True
train,6s89,EGFR,active,active,A,1,310,11,True,True,True,True,True
train,4zjv,EGFR,inactive,dfg_out_alphac_in,A,1,282,1,True,True,True,True,True
train,8tjl,EGFR,active,active,A,1,306,18,True,True,True,True,True
train,4rj6,EGFR,active,active,A,1,297,25,True,True,True,True,True
train,5cal,EGFR,active,active,A,1,300,22,True,True,True,True,True
train,3lzb,EGFR,inactive,dfg_in_alphac_out,D,1,261,20,True,True,True,True,True
train,4jr3,EGFR,active,active,A,1,303,21,True,True,True,True,True
train,4ez5,CDK6,inactive,dfg_in_alphac_out,A,1,258,33,True,True,True,True,True
train,2g2f,ABL1,inactive,dfg_out_alphac_in,A,1,275,0,True,True,True,True,True
train,3ky2,FGFR1,active,active,B,1,280,24,True,True,True,True,True
train,5jt2,BRAF,inactive,dfg_in_alphac_out,D,1,234,39,True,True,True,True,True
train,3ocb,AKT1,active,active,B,1,319,16,True,False,True,True,True
train,5xdl,EGFR,active,active,A,1,292,31,True,True,True,True,True
train,3o96,AKT1,inactive,unknown,A,1,367,61,True,False,True,True,True
train,5kcv,AKT1,inactive,unknown,A,1,353,80,True,False,True,True,True
train,3nux,CDK6,inactive,dfg_in_alphac_out,A,1,261,31,True,True,True,True,True
train,5fee,EGFR,active,active,A,1,287,35,True,True,True,True,True
train,6hhi,AKT1,inactive,unknown,A,1,389,53,True,False,True,True,True
train,6hhh,AKT1,inactive,unknown,A,1,379,59,True,False,True,True,True
train,6oql,CDK6,inactive,dfg_in_alphac_out,A,1,263,28,True,True,True,True,True
train,2itz,EGFR,active,active,A,1,302,21,True,True,True,True,True
train,7cc2,ABL1,inactive,dfg_out_alphac_in,A,1,263,6,True,True,True,True,True
train,2itt,EGFR,active,active,A,1,302,21,True,True,True,True,True
train,6s9c,EGFR,active,active,A,1,301,25,True,True,True,True,True
train,4jq7,EGFR,active,active,A,1,303,21,True,True,True,True,True
train,5cav,EGFR,active,active,A,1,306,18,True,True,True,True,True
train,2itp,EGFR,active,active,A,1,305,17,True,True,True,True,True
train,8f7p,BRAF,inactive,dfg_out_alphac_in,A,1,255,18,True,True,True,True,True
train,8f1y,EGFR,active,active,A,1,293,31,True,True,True,True,True
train,4hjo,EGFR,inactive,dfg_in_alphac_out,A,1,278,4,True,True,True,True,True
train,5l2i,CDK6,inactive,dfg_in_alphac_out,A,1,260,32,True,True,True,True,True
train,3ug1,EGFR,active,active,A,1,296,26,True,True,True,True,True
train,8hva,EGFR,active,active,A,1,301,24,True,True,True,True,True
train,8i0m,CDK6,inactive,dfg_in_alphac_out,A,1,260,31,True,True,True,True,True
train,5em6,EGFR,active,active,A,1,301,22,True,True,True,True,True
train,4rj4,EGFR,active,active,A,1,299,23,True,True,True,True,True
train,3ii5,BRAF,inactive,dfg_out_alphac_in,B,1,257,16,True,True,True,True,True
train,5gmp,EGFR,active,active,A,1,305,19,True,True,True,True,True
train,2hz4,ABL1,active,active,A,1,262,5,True,True,True,True,True
train,2f2c,CDK6,active,active,B,1,280,17,True,True,True,True,True
train,4mnf,BRAF,active,active,A,1,257,15,True,True,True,True,True
train,4xv3,BRAF,inactive,dfg_in_alphac_out,B,1,238,33,False,True,True,True,True
train,4g5j,EGFR,active,active,A,1,307,14,True,True,True,True,True
train,2w99,CDK4,inactive,dfg_in_alphac_out,B,1,291,3,True,True,True,True,True
train,3gql,FGFR1,active,active,C,1,275,29,True,True,True,True,True
train,6jrk,EGFR,active,active,A,1,283,40,True,True,True,True,True
train,6p1l,EGFR,inactive,dfg_in_alphac_out,A,1,288,19,True,True,True,True,True
train,5czh,EGFR,active,active,A,1,311,12,True,True,True,True,True
train,5j9y,EGFR,active,active,A,1,300,23,True,True,True,True,True
train,8f1h,EGFR,active,active,A,1,307,15,True,True,True,True,True
train,5edq,EGFR,active,active,A,1,298,24,True,True,True,True,True
train,2gs2,EGFR,active,active,A,1,305,18,True,True,True,True,True
train,8hv2,EGFR,active,active,A,1,299,24,True,True,True,True,True
train,6p8g,CDK4,inactive,dfg_in_alphac_out,B,1,259,20,True,True,True,False,True
train,2itu,EGFR,active,active,A,1,304,20,True,True,True,True,True
train,1bi8,CDK6,inactive,unknown,C,1,264,27,True,True,True,True,True
train,3tt0,FGFR1,active,active,B,1,272,33,True,True,True,True,True
train,3d4q,BRAF,active,active,B,1,264,12,True,True,True,True,True
train,6edl,ALK,active,active,A,1,282,25,False,True,True,True,True
train,6vh4,EGFR,active,active,A,1,295,29,True,True,True,True,True
train,4jrv,EGFR,active,active,A,1,300,24,True,True,True,True,True
train,3gop,EGFR,inactive,inactive,A,1,300,43,True,True,True,True,True
train,5can,EGFR,active,active,A,1,301,23,True,True,True,True,True
train,4zau,EGFR,active,active,A,1,283,37,True,True,True,True,True
train,4ekk,AKT1,active,active,A,1,318,16,True,False,True,True,True
train,7zyp,EGFR,active,active,A,1,305,20,True,True,True,True,True
train,5em8,EGFR,active,active,A,1,303,20,True,True,True,True,True
train,4i23,EGFR,active,active,A,1,304,20,True,True,True,True,True
train,5em7,EGFR,active,active,A,1,300,24,True,True,True,True,True
train,4wo5,BRAF,inactive,dfg_in_alphac_out,B,1,257,15,True,True,True,True,True
train,4jq8,EGFR,active,active,A,1,303,21,True,True,True,True,True
train,2eb3,EGFR,active,active,A,1,294,29,True,True,True,True,True
train,4mne,BRAF,active,active,F,1,258,15,True,True,True,True,True
train,5hib,EGFR,active,active,A,1,314,9,True,True,True,True,True
train,2w9f,CDK4,inactive,dfg_in_alphac_out,B,1,261,30,True,True,True,True,True
train,5zv2,FGFR1,active,active,A,1,284,16,True,True,True,True,True
train,6jz0,EGFR,active,active,A,1,311,13,True,True,True,True,True
train,8ssn,ABL1,inactive,dfg_in_alphac_out,A,1,420,25,True,True,True,True,True
train,2itw,EGFR,active,active,A,1,300,22,True,True,True,True,True
train,7shv,BRAF,active,active,A,1,261,12,True,True,True,True,True
train,6p8f,CDK4,inactive,dfg_in_alphac_out,B,1,262,17,True,True,True,False,True
train,6u2g,BRAF,inactive,dfg_in_alphac_out,B,1,264,8,True,True,True,True,True
train,4xey,ABL1,inactive,dfg_out_alphac_in,B,1,359,24,True,True,True,True,True
train,5fd2,BRAF,inactive,dfg_in_alphac_out,A,1,264,9,True,True,True,True,True
train,6p68,FGFR1,active,active,A,1,287,15,True,True,True,True,True
train,6hhf,AKT1,inactive,unknown,A,1,366,71,True,False,True,True,True
train,4yc8,ABL1,inactive,dfg_out_alphac_in,B,1,264,6,True,True,True,True,True
train,3prf,BRAF,active,active,B,1,262,14,True,True,True,True,True
train,2fb8,BRAF,active,active,B,1,259,13,True,True,True,True,True
train,2rfe,EGFR,inactive,dfg_in_alphac_out,C,1,262,20,True,True,True,True,True
train,3ika,EGFR,inactive,inactive,B,1,310,11,True,True,True,True,True
train,5c8m,EGFR,active,active,A,1,302,21,True,True,True,True,True
train,5zwj,EGFR,inactive,dfg_in_alphac_out,A,1,267,17,True,True,True,True,True
train,5edp,EGFR,active,active,A,1,295,27,True,True,True,True,True
train,1xo2,CDK6,active,active,B,1,289,6,True,True,True,True,True
train,4tth,CDK6,active,active,B,1,256,34,True,True,True,True,True
train,4r3p,EGFR,active,active,A,1,310,13,True,True,True,True,True
train,1g3n,CDK6,inactive,inactive,E,1,293,0,True,True,True,True,True
train,8hy7,EGFR,active,active,A,1,299,25,True,True,True,True,True
train,7lg8,EGFR,inactive,dfg_in_alphac_out,A,1,280,25,True,True,True,True,True
train,4ksp,BRAF,inactive,dfg_out_alphac_in,B,1,256,17,True,True,True,True,True
train,6jrj,EGFR,active,active,A,1,288,35,True,True,True,True,True
train,4fc0,BRAF,inactive,dfg_out_alphac_in,A,1,254,21,True,True,True,True,True
train,5xgm,EGFR,active,active,A,1,288,36,True,True,True,True,True
train,1uwh,BRAF,inactive,dfg_out_alphac_in,B,1,264,12,True,True,True,True,True
train,5x27,EGFR,active,active,A,1,302,22,True,True,True,True,True
train,5x26,EGFR,active,active,A,1,302,22,True,True,True,True,True
train,5x28,EGFR,active,active,A,1,310,14,True,True,True,True,True
train,3gt8,EGFR,inactive,dfg_in_alphac_out,C,1,296,13,True,True,True,True,True
train,7tvd,EGFR,active,active,A,1,292,20,True,True,True,True,True
train,8qqg,BRAF,inactive,dfg_out_alphac_in,A,1,269,5,False,True,True,True,True
train,4rwk,FGFR1,active,active,B,1,282,23,True,True,True,True,True
train,4riy,EGFR,active,active,D,1,297,0,True,True,True,True,True
train,2itx,EGFR,active,active,A,1,307,16,True,True,True,True,True
train,4rzv,BRAF,inactive,dfg_in_alphac_out,A,1,261,12,True,True,True,True,True
train,8to4,EGFR,inactive,dfg_in_alphac_out,A,1,300,21,True,True,True,True,True
train,5hie,BRAF,inactive,dfg_in_alphac_out,D,1,253,21,True,True,True,True,True
train,3ppk,BRAF,active,active,B,1,264,12,True,True,True,True,True
train,5xgn,EGFR,active,active,B,1,308,15,True,True,True,True,True
train,4r5s,EGFR,active,active,A,1,299,23,True,True,True,True,True
train,7jxi,EGFR,inactive,dfg_in_alphac_out,A,1,290,17,True,True,True,True,True
train,5gtz,EGFR,active,active,A,1,317,7,True,True,True,True,True
train,2j5f,EGFR,active,active,A,1,308,16,True,True,True,True,True
train,2euf,CDK6,active,active,B,1,282,14,True,True,True,True,True
train,3g33,CDK4,inactive,dfg_in_alphac_out,C,1,291,0,True,True,True,True,True
train,4i1z,EGFR,inactive,dfg_out_alphac_in,A,1,287,0,True,True,True,True,True
train,5c8k,EGFR,active,active,A,1,300,22,True,True,True,True,True
train,6nsq,BRAF,inactive,dfg_out_alphac_in,B,1,253,23,True,True,True,True,True
train,2jiu,EGFR,inactive,inactive,B,1,309,0,True,True,True,True,True
train,4yht,BRAF,active,active,B,1,258,14,True,True,True,True,True
train,5uwd,EGFR,inactive,inactive,A,1,271,12,True,True,True,True,True
train,6v2x,BRAF,inactive,dfg_in_alphac_out,A,1,274,0,True,True,True,True,True
train,4jvg,BRAF,inactive,dfg_out_alphac_in,B,1,259,16,True,True,True,True,True
train,7m0w,BRAF,inactive,dfg_in_alphac_out,A,1,274,0,True,True,True,True,True
train,6v30,BRAF,inactive,dfg_in_alphac_out,A,1,274,0,True,True,True,True,True
train,7m0u,BRAF,inactive,dfg_in_alphac_out,A,1,274,0,True,True,True,True,True
train,7lgs,EGFR,active,active,C,1,283,4,True,True,True,True,True
train,4rj5,EGFR,active,active,A,1,296,27,True,True,True,True,True
train,4rix,EGFR,active,active,D,1,297,0,True,True,True,True,True
train,7jxk,EGFR,inactive,dfg_in_alphac_out,A,1,293,15,True,True,True,True,True
train,7syd,EGFR,inactive,dfg_in_alphac_out,A,1,614,0,False,False,False,False,True
train,2jit,EGFR,inactive,inactive,A,1,299,22,True,True,True,True,True
train,4h58,BRAF,inactive,dfg_out_alphac_in,C,1,272,2,True,True,True,True,True
train,4riw,EGFR,active,active,B,1,293,4,True,True,True,True,True
train,7ky0,EGFR,inactive,dfg_in_alphac_out,A,1,288,19,True,True,True,True,True
train,1jow,CDK6,active,active,B,1,277,14,True,True,True,True,True
train,5y25,EGFR,active,active,A,1,292,29,True,True,True,True,True
train,3q96,BRAF,inactive,dfg_out_alphac_in,B,1,262,10,True,True,True,True,True
train,2j6m,EGFR,active,active,A,1,306,18,True,True,True,True,True
train,2j5e,EGFR,active,active,A,1,309,16,True,True,True,True,True
train,6v2w,BRAF,inactive,dfg_in_alphac_out,A,1,275,0,True,True,True,True,True
train,6v31,BRAF,inactive,dfg_in_alphac_out,A,1,273,0,True,True,True,True,True
train,7m0z,BRAF,inactive,dfg_in_alphac_out,A,1,273,0,True,True,True,True,True
train,2g2i,ABL1,active,active,A,1,271,3,True,True,True,True,True
train,5gty,EGFR,inactive,dfg_in_alphac_out,D,1,297,17,True,True,True,True,True
train,6v34,BRAF,inactive,dfg_out_alphac_in,B,1,247,26,True,True,True,True,True
train,4dbn,BRAF,inactive,dfg_out_alphac_in,B,1,263,10,True,True,True,True,True
train,6v2z,BRAF,inactive,dfg_in_alphac_out,A,1,274,0,True,True,True,True,True
train,7m0v,BRAF,inactive,dfg_in_alphac_out,A,1,274,0,True,True,True,True,True
train,5ct7,BRAF,inactive,dfg_out_alphac_in,B,1,254,19,True,True,True,True,True
train,4g5p,EGFR,inactive,inactive,B,1,303,19,True,True,True,True,True
train,6v32,BRAF,inactive,dfg_in_alphac_out,A,1,274,0,True,True,True,True,True
train,6p8h,CDK4,inactive,dfg_in_alphac_out,B,1,258,20,True,True,True,False,True
train,7m0t,BRAF,inactive,dfg_in_alphac_out,A,1,274,0,True,True,True,True,True
train,3kxx,FGFR1,active,active,C,1,286,19,True,True,True,True,True
train,5x2k,EGFR,active,active,A,1,314,11,True,True,True,True,True
train,4g9r,BRAF,inactive,dfg_out_alphac_in,A,1,262,12,True,True,True,True,True
train,3skc,BRAF,inactive,dfg_in_alphac_out,B,1,276,0,True,True,True,True,True
train,4tks,EGFR,active,active,A,1,307,16,True,True,True,True,True
train,8f1w,EGFR,inactive,dfg_in_alphac_out,A,1,303,4,True,True,True,True,True
train,3q4c,BRAF,active,active,B,1,264,12,True,True,True,True,True
train,7k1i,EGFR,inactive,dfg_in_alphac_out,A,1,288,20,True,True,True,True,True
train,3rcd,ERBB2,inactive,dfg_in_alphac_out,D,1,271,30,True,True,True,True,True
train,8kfq,EGFR,active,active,A,1,301,21,True,True,True,True,True
train,2ito,EGFR,active,active,A,1,303,21,True,True,True,True,True
train,6s9b,EGFR,active,active,A,1,291,32,True,True,True,True,True
train,4r3r,EGFR,active,active,A,1,309,14,True,True,True,True,True
train,5y9t,EGFR,active,active,A,1,300,24,True,True,True,True,True
train,7jxh,ERBB2,inactive,dfg_in_alphac_out,A,1,272,15,True,True,True,True,True
train,6uuo,BRAF,inactive,dfg_in_alphac_out,A,1,254,19,False,True,True,True,True
train,4ksq,BRAF,inactive,dfg_out_alphac_in,A,1,258,17,True,True,True,True,True
train,4ehe,BRAF,inactive,dfg_in_alphac_out,A,1,266,10,True,True,True,True,True
train,7sz0,EGFR,inactive,dfg_in_alphac_out,A,1,614,0,False,False,False,False,True
train,4wd5,EGFR,inactive,inactive,B,1,304,16,True,True,True,True,True
train,7sye,EGFR,inactive,dfg_in_alphac_out,A,1,614,0,False,False,False,False,True
train,6xag,BRAF,active,active,C,1,275,9,True,True,True,True,True
train,3tv6,BRAF,inactive,dfg_in_alphac_out,B,1,276,0,True,True,True,True,True
train,5jeb,EGFR,active,active,A,1,299,2,True,True,True,True,True
train,8eme,EGFR,inactive,dfg_in_alphac_out,A,1,267,41,False,False,True,True,True
train,4i20,EGFR,inactive,dfg_out_alphac_in,A,1,287,0,True,True,True,True,True
train,4i21,EGFR,inactive,dfg_out_alphac_in,B,1,302,16,True,True,True,True,True
train,4pp7,BRAF,inactive,dfg_in_alphac_out,A,1,267,7,True,True,True,True,True
train,3psb,BRAF,active,active,B,1,264,12,True,True,True,True,True
train,1bi7,CDK6,inactive,unknown,A,1,269,23,True,True,True,True,True
train,3tv4,BRAF,inactive,dfg_in_alphac_out,B,1,276,0,True,True,True,True,True
train,5feq,EGFR,active,active,A,1,290,31,True,True,True,True,True
train,7sz1,EGFR,inactive,dfg_in_alphac_out,A,1,614,0,False,False,False,False,True
train,7sz7,EGFR,inactive,dfg_in_alphac_out,A,1,614,0,False,False,False,False,True
train,8h7x,EGFR,active,active,A,1,299,24,True,True,True,True,True
train,2ity,EGFR,active,active,A,1,300,23,True,True,True,True,True
train,1opl,ABL1,inactive,dfg_out_alphac_in,B,1,365,14,True,False,True,True,True
train,7u98,EGFR,inactive,dfg_in_alphac_out,A,1,287,20,True,True,True,True,True
train,7m0y,BRAF,inactive,dfg_in_alphac_out,A,1,275,0,True,True,True,True,True
train,6v2y,BRAF,inactive,dfg_in_alphac_out,A,1,275,0,True,True,True,True,True
train,4rzw,BRAF,inactive,dfg_out_alphac_in,B,1,252,22,True,True,True,True,True
train,2rf9,EGFR,inactive,dfg_out_alphac_in,A,1,280,5,True,True,True,True,True
train,1uwj,BRAF,inactive,dfg_out_alphac_in,B,1,263,13,True,True,True,True,True
train,4g9c,BRAF,inactive,dfg_out_alphac_in,B,1,264,12,True,True,True,True,True
train,4ehg,BRAF,inactive,dfg_in_alphac_out,B,1,260,16,True,True,True,True,True
train,2jiv,EGFR,inactive,dfg_in_alphac_out,A,1,270,15,True,True,True,True,True
train,4r5y,BRAF,inactive,dfg_out_alphac_in,A,1,253,19,True,True,True,True,True
train,3pri,BRAF,active,active,A,1,264,12,True,True,True,True,True
train,4lrm,EGFR,active,active,B,1,293,0,True,True,True,True,True
train,8f7o,BRAF,inactive,dfg_out_alphac_in,A,1,263,12,True,True,True,True,True
train,2rfd,EGFR,inactive,dfg_in_alphac_out,B,1,286,30,True,True,True,True,True
train,3psd,BRAF,active,active,A,1,262,14,True,True,True,True,True
train,4e4x,BRAF,inactive,dfg_in_alphac_out,B,1,274,0,True,True,True,True,True
train,4mbj,BRAF,inactive,dfg_in_alphac_out,A,1,269,7,True,True,True,True,True
train,6vhp,EGFR,active,active,A,1,308,16,True,True,True,True,True
train,7sz5,EGFR,inactive,dfg_in_alphac_out,A,1,614,0,False,False,False,False,True
train,7mfd,BRAF,inactive,dfg_in_alphac_out,A,1,408,175,True,True,True,True,True
train,3ppj,BRAF,active,active,A,1,262,14,True,True,True,True,True
train,6v2u,BRAF,inactive,dfg_in_alphac_out,A,1,255,18,False,True,True,True,True
train,5fwk,CDK4,active,unknown,K,1,209,0,True,True,False,False,True
train,8dgt,BRAF,inactive,dfg_in_alphac_out,A,1,429,159,True,True,True,True,True
train,4ll0,EGFR,active,active,A,1,291,30,True,True,True,True,True
train,7mfe,BRAF,inactive,dfg_in_alphac_out,A,1,407,176,True,True,True,True,True
train,8dgs,BRAF,inactive,dfg_in_alphac_out,A,1,425,159,True,True,True,True,True
train,5fwp,CDK4,active,unknown,K,1,209,0,True,True,False,False,True
train,5fwm,CDK4,inactive,inactive,K,1,291,0,True,True,True,True,True
train,5fwl,CDK4,inactive,dfg_in_alphac_out,K,1,291,0,True,True,True,True,True
val,4r1v,MET,inactive,dfg_in_alphac_out,A,1,289,2,True,True,True,True,True
val,3f66,MET,inactive,dfg_in_alphac_out,B,1,269,19,True,True,True,True,True
val,3zcl,MET,inactive,dfg_in_alphac_out,A,1,289,4,True,True,True,True,True
val,8pqd,KIT,active,active,A,1,297,69,True,True,True,True,True
val,3dkc,MET,inactive,dfg_in_alphac_out,A,1,312,0,True,True,True,True,True
val,9c1r,MET,inactive,dfg_out_alphac_in,A,1,285,21,True,True,True,True,True
val,3q6u,MET,active,active,A,1,287,20,True,True,True,True,True
val,3g0e,KIT,inactive,dfg_out_alphac_in,A,1,332,58,True,True,True,True,True
val,1t46,KIT,inactive,dfg_out_alphac_in,A,1,297,72,True,True,True,True,True
val,4mxc,MET,inactive,dfg_out_alphac_in,A,1,290,5,True,True,True,True,True
val,8pqa,KIT,active,active,A,1,293,72,True,True,True,True,True
val,5hti,MET,inactive,dfg_out_alphac_in,A,1,290,5,True,True,True,True,True
val,6sdc,MET,inactive,dfg_out_alphac_in,A,1,286,9,True,True,True,True,True
val,8pq9,KIT,active,active,A,1,296,70,True,True,True,True,True
val,7v3r,MET,inactive,dfg_out_alphac_in,A,1,285,9,True,True,True,True,True
val,5hni,MET,inactive,dfg_in_alphac_out,X,1,245,49,True,True,True,True,True
val,4xmo,MET,inactive,dfg_in_alphac_out,A,1,289,6,True,True,True,True,True
val,7b3q,MET,inactive,dfg_in_alphac_out,A,1,283,7,True,True,True,True,True
val,5eob,MET,inactive,dfg_in_alphac_out,A,1,288,3,True,True,True,True,True
val,3q6w,MET,active,active,A,1,297,6,True,True,True,True,True
val,7b40,MET,inactive,dfg_in_alphac_out,A,1,279,13,True,True,True,True,True
val,7b44,MET,inactive,dfg_in_alphac_out,A,1,282,10,True,True,True,True,True
val,8ouu,MET,inactive,inactive,A,1,284,4,True,True,True,True,True
val,8pqc,KIT,active,active,A,1,297,70,True,True,True,True,True
val,8ouv,MET,inactive,inactive,A,1,294,0,True,True,True,True,True
val,4ap7,MET,inactive,dfg_in_alphac_out,A,1,289,4,True,True,True,True,True
val,3zxz,MET,inactive,dfg_in_alphac_out,A,1,289,4,True,True,True,True,True
val,5eyc,MET,inactive,dfg_in_alphac_out,A,1,288,5,True,True,True,True,True
val,3dkf,MET,inactive,dfg_in_alphac_out,A,1,294,18,True,True,True,True,True
val,4eev,MET,inactive,dfg_out_alphac_in,A,1,283,19,True,True,True,True,True
val,1r1w,MET,inactive,dfg_in_alphac_out,A,1,287,24,True,True,True,True,True
val,1r0p,MET,inactive,dfg_in_alphac_out,A,1,301,10,True,True,True,True,True
val,7b42,MET,inactive,dfg_in_alphac_out,A,1,279,11,True,True,True,True,True
val,6mob,KIT,inactive,dfg_out_alphac_in,A,1,306,58,True,True,True,True,True
val,7b3z,MET,inactive,dfg_in_alphac_out,A,1,277,13,True,True,True,True,True
val,4xyf,MET,inactive,dfg_in_alphac_out,A,1,290,5,True,True,True,True,True
val,5eyd,MET,inactive,dfg_in_alphac_out,A,1,289,8,True,True,True,True,True
val,7b43,MET,inactive,dfg_in_alphac_out,A,1,277,13,True,True,True,True,True
val,3zze,MET,inactive,dfg_in_alphac_out,A,1,286,0,True,True,True,True,True
val,8pqb,KIT,active,active,A,1,280,85,True,True,True,True,True
val,6itv,KIT,inactive,dfg_out_alphac_in,A,1,297,70,True,True,True,True,True
val,5ya5,MET,inactive,dfg_in_alphac_out,A,1,273,16,True,True,True,True,True
val,4hvs,KIT,inactive,dfg_out_alphac_in,A,1,326,58,True,True,True,True,True
val,7v3s,MET,inactive,dfg_out_alphac_in,A,1,284,10,True,True,True,True,True
val,1t45,KIT,inactive,dfg_out_alphac_in,A,1,331,58,True,True,True,True,True
val,8pqf,KIT,active,active,A,1,294,72,True,True,True,True,True
val,3ccn,MET,inactive,dfg_in_alphac_out,A,1,275,17,True,True,True,True,True
val,5uab,MET,inactive,dfg_in_alphac_out,A,1,288,43,True,True,True,True,True
val,4aoi,MET,inactive,dfg_in_alphac_out,A,1,289,4,True,True,True,True,True
val,3dkg,MET,inactive,dfg_in_alphac_out,A,1,281,26,True,True,True,True,True
val,7b3v,MET,inactive,dfg_in_alphac_out,A,1,274,14,True,True,True,True,True
val,6sdd,MET,inactive,dfg_out_alphac_in,A,1,271,12,True,True,True,True,True
val,3rhk,MET,inactive,inactive,A,1,298,0,True,True,True,True,True
val,8ov7,MET,inactive,dfg_out_alphac_in,A,1,289,7,True,True,True,True,True
val,5ho6,MET,inactive,dfg_in_alphac_out,A,1,240,54,True,True,True,True,True
val,5hlw,MET,inactive,dfg_in_alphac_out,A,1,284,15,True,True,True,True,True
val,7b41,MET,inactive,dfg_in_alphac_out,A,1,281,11,True,True,True,True,True
val,4iwd,MET,active,active,A,1,299,6,True,True,True,True,True
val,6ubw,MET,inactive,dfg_in_alphac_out,A,1,296,35,True,True,True,True,True
val,3qti,MET,inactive,dfg_in_alphac_out,A,1,292,17,True,True,True,True,True
val,3cd8,MET,inactive,dfg_in_alphac_out,A,1,278,15,True,True,True,True,True
val,2wgj,MET,inactive,dfg_in_alphac_out,A,1,289,4,True,True,True,True,True
val,2wd1,MET,inactive,dfg_in_alphac_out,A,1,289,3,True,True,True,True,True
val,5t3q,MET,inactive,unknown,A,1,278,24,False,True,True,True,True
val,4u0i,KIT,inactive,dfg_out_alphac_in,A,1,297,72,True,True,True,True,True
val,4r1y,MET,inactive,dfg_in_alphac_out,A,1,265,20,True,True,True,True,True
val,8pqe,KIT,inactive,unknown,A,1,277,88,False,True,True,True,True
val,6gqm,KIT,inactive,dfg_out_alphac_in,B,1,288,67,True,True,True,True,True
val,3u6h,MET,inactive,dfg_in_alphac_out,A,1,280,21,True,True,True,True,True
val,3i5n,MET,inactive,dfg_in_alphac_out,A,1,280,15,True,True,True,True,True
val,4deh,MET,inactive,dfg_in_alphac_out,A,1,286,8,True,True,True,True,True
val,4deg,MET,inactive,dfg_in_alphac_out,A,1,286,9,True,True,True,True,True
val,6gql,KIT,inactive,dfg_out_alphac_in,A,1,298,66,True,True,True,True,True
val,8ans,MET,inactive,dfg_out_alphac_in,A,1,277,18,True,True,True,True,True
val,7b3w,MET,active,unknown,A,1,259,19,True,True,True,True,True
val,3lq8,MET,inactive,dfg_out_alphac_in,A,1,278,15,True,True,True,True,True
val,4dei,MET,inactive,dfg_in_alphac_out,A,1,287,7,True,True,True,True,True
val,6itt,KIT,inactive,dfg_out_alphac_in,B,1,297,70,True,True,True,True,True
val,3vw8,MET,inactive,dfg_out_alphac_in,A,1,303,25,True,True,True,True,True
val,3u6i,MET,inactive,dfg_in_alphac_out,A,1,281,20,True,True,True,True,True
val,6kla,KIT,inactive,dfg_out_alphac_in,A,1,309,69,True,True,True,True,True
val,7zw8,KIT,inactive,dfg_out_alphac_in,A,1,301,78,True,True,True,True,True
val,8aw1,MET,inactive,dfg_in_alphac_out,A,1,263,17,True,True,True,True,True
val,5hoa,MET,inactive,dfg_in_alphac_out,A,1,225,67,True,True,True,True,True
val,2g15,MET,inactive,dfg_in_alphac_out,A,1,301,0,True,True,True,True,True
val,7khg,KIT,inactive,dfg_out_alphac_in,A,1,327,58,True,True,True,True,True
val,6xvb,KIT,inactive,dfg_out_alphac_in,B,1,288,67,True,True,True,True,True
val,7y4t,MET,inactive,dfg_in_alphac_out,A,1,281,2,True,True,True,True,True
val,3c1x,MET,inactive,dfg_out_alphac_in,A,1,290,21,False,True,True,True,True
val,2wkm,MET,inactive,dfg_in_alphac_out,A,1,286,0,True,True,True,True,True
val,3efk,MET,active,active,A,1,276,22,False,True,True,True,True
val,2rfs,MET,inactive,dfg_in_alphac_out,A,1,264,16,True,True,True,True,True
val,3zbx,MET,inactive,dfg_in_alphac_out,A,1,282,4,True,True,True,True,True
val,3zc5,MET,inactive,dfg_in_alphac_out,A,1,289,4,True,True,True,True,True
