structure_id,pdb_id,kinase_name,kinase_family,kinase_group,species,conformational_state,dfg_state,alphac_state,ligand_present,resolution,filepath,active_expected_from_DFG_alphaC,contradiction_active_DFG_out,contradiction_active_alphaC_out,inactive_DFG_in,inactive_alphaC_in,state_disagrees_with_joint_motif_rule
3090,4mbj,BRAF,RAF,TKL,Human,inactive,in,out,1,3.6,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/4mbj.pdb,False,False,False,True,False,False
3091,3ppj,BRAF,RAF,TKL,Human,active,in,in,1,3.7,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/3ppj.pdb,True,False,False,False,False,False
3092,3ppk,BRAF,RAF,TKL,Human,active,in,in,1,3.0,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/3ppk.pdb,True,False,False,False,False,False
3119,5c9c,BRAF,RAF,TKL,Human,inactive,out,in,1,2.7,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/5c9c.pdb,False,False,False,False,True,False
3093,3pri,BRAF,RAF,TKL,Human,active,in,in,1,3.5,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/3pri.pdb,True,False,False,False,False,False
3109,1uwh,BRAF,RAF,TKL,Human,inactive,out,in,1,2.95,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/1uwh.pdb,False,False,False,False,True,False
3136,3tv6,BRAF,RAF,TKL,Human,inactive,in,out,1,3.3,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/3tv6.pdb,False,False,False,True,False,False
3110,4h58,BRAF,RAF,TKL,Human,active,in,in,1,3.1,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/4h58.pdb,True,False,False,False,False,False
3094,4pp7,BRAF,RAF,TKL,Human,inactive,in,out,1,3.4,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/4pp7.pdb,False,False,False,True,False,False
3130,4g9r,BRAF,RAF,TKL,Human,inactive,out,in,1,3.2,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/4g9r.pdb,False,False,False,False,True,False
3111,3psb,BRAF,RAF,TKL,Human,active,in,in,1,3.4,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/3psb.pdb,True,False,False,False,False,False
3121,3idp,BRAF,RAF,TKL,Human,inactive,out,in,1,2.7,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/3idp.pdb,False,False,False,False,True,False
3137,4h58,BRAF,RAF,TKL,Human,active,in,in,1,3.1,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/4h58.pdb,True,False,False,False,False,False
3112,4ehe,BRAF,RAF,TKL,Human,inactive,in,out,1,3.3,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/4ehe.pdb,False,False,False,True,False,False
3123,5c9c,BRAF,RAF,TKL,Human,inactive,out,in,1,2.7,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/5c9c.pdb,False,False,False,False,True,False
3131,4fc0,BRAF,RAF,TKL,Human,inactive,out,in,1,2.95,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/4fc0.pdb,False,False,False,False,True,False
3124,4mnf,BRAF,RAF,TKL,Human,active,in,in,1,2.8,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/4mnf.pdb,True,False,False,False,False,False
3125,3psb,BRAF,RAF,TKL,Human,active,in,in,1,3.4,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/3psb.pdb,True,False,False,False,False,False
3138,5c9c,BRAF,RAF,TKL,Human,inactive,out,in,1,2.7,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/5c9c.pdb,False,False,False,False,True,False
3139,3prf,BRAF,RAF,TKL,Human,active,in,in,1,2.9,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/3prf.pdb,True,False,False,False,False,False
3133,3tv4,BRAF,RAF,TKL,Human,inactive,in,out,1,3.4,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/3tv4.pdb,False,False,False,True,False,False
3141,4mnf,BRAF,RAF,TKL,Human,active,in,in,1,2.8,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/4mnf.pdb,True,False,False,False,False,False
3142,3psd,BRAF,RAF,TKL,Human,active,in,in,1,3.6,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/3psd.pdb,True,False,False,False,False,False
6032,5ct7,BRAF,RAF,TKL,Human,inactive,out,in,1,3.17,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/5ct7.pdb,False,False,False,False,True,False
6033,5ct7,BRAF,RAF,TKL,Human,inactive,out,in,1,3.17,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/5ct7.pdb,False,False,False,False,True,False
6213,4xv2,BRAF,RAF,TKL,Human,inactive,in,out,1,2.5,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/4xv2.pdb,False,False,False,True,False,False
6214,4xv1,BRAF,RAF,TKL,Human,inactive,in,out,1,2.47,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/4xv1.pdb,False,False,False,True,False,False
6215,4xv9,BRAF,RAF,TKL,Human,inactive,out,out,1,2.0,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/4xv9.pdb,False,False,False,False,False,False
6217,4xv3,BRAF,RAF,TKL,Human,inactive,in,out,1,2.8,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/4xv3.pdb,False,False,False,True,False,False
6219,4xv2,BRAF,RAF,TKL,Human,inactive,in,out,1,2.5,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/4xv2.pdb,False,False,False,True,False,False
6220,4xv9,BRAF,RAF,TKL,Human,inactive,out,out,1,2.0,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/4xv9.pdb,False,False,False,False,False,False
6413,4r5y,BRAF,RAF,TKL,Human,inactive,out,in,1,3.5,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/4r5y.pdb,False,False,False,False,True,False
6414,4r5y,BRAF,RAF,TKL,Human,inactive,out,in,1,3.5,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/4r5y.pdb,False,False,False,False,True,False
6431,5csw,BRAF,RAF,TKL,Human,inactive,in,out,1,2.66,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/5csw.pdb,False,False,False,True,False,False
6433,5csw,BRAF,RAF,TKL,Human,inactive,in,out,1,2.66,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/5csw.pdb,False,False,False,True,False,False
6432,5csx,BRAF,RAF,TKL,Human,inactive,out,out,1,2.51,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/5csx.pdb,False,False,False,False,False,False
6442,4yht,BRAF,RAF,TKL,Human,active,in,in,1,3.05,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/4yht.pdb,True,False,False,False,False,False
6443,4yht,BRAF,RAF,TKL,Human,active,in,in,1,3.05,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/4yht.pdb,True,False,False,False,False,False
6513,5hie,BRAF,RAF,TKL,Human,inactive,in,out,1,3.0,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/5hie.pdb,False,False,False,True,False,False
6514,5hie,BRAF,RAF,TKL,Human,inactive,in,out,1,3.0,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/5hie.pdb,False,False,False,True,False,False
6515,5hi2,BRAF,RAF,TKL,Human,inactive,out,in,1,2.51,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/5hi2.pdb,False,False,False,False,True,False
6516,5hie,BRAF,RAF,TKL,Human,inactive,in,out,1,3.0,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/5hie.pdb,False,False,False,True,False,False
6517,5hid,BRAF,RAF,TKL,Human,inactive,out,in,1,2.5,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/5hid.pdb,False,False,False,False,True,False
6505,5hie,BRAF,RAF,TKL,Human,inactive,in,out,1,3.0,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/5hie.pdb,False,False,False,True,False,False
6506,5hid,BRAF,RAF,TKL,Human,inactive,out,in,1,2.5,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/5hid.pdb,False,False,False,False,True,False
6507,5hie,BRAF,RAF,TKL,Human,inactive,in,out,1,3.0,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/5hie.pdb,False,False,False,True,False,False
6508,5hie,BRAF,RAF,TKL,Human,inactive,in,out,1,3.0,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/5hie.pdb,False,False,False,True,False,False
6509,5hie,BRAF,RAF,TKL,Human,inactive,in,out,1,3.0,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/5hie.pdb,False,False,False,True,False,False
6510,5hie,BRAF,RAF,TKL,Human,inactive,in,out,1,3.0,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/5hie.pdb,False,False,False,True,False,False
6511,5hid,BRAF,RAF,TKL,Human,inactive,out,in,1,2.5,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/5hid.pdb,False,False,False,False,True,False
6512,5hid,BRAF,RAF,TKL,Human,inactive,out,in,1,2.5,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/5hid.pdb,False,False,False,False,True,False
6602,5fd2,BRAF,RAF,TKL,Human,inactive,in,out,1,2.89,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/5fd2.pdb,False,False,False,True,False,False
6603,5fd2,BRAF,RAF,TKL,Human,inactive,in,out,1,2.89,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/5fd2.pdb,False,False,False,True,False,False
7062,5jsm,BRAF,RAF,TKL,Human,inactive,in,out,1,2.19,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/5jsm.pdb,False,False,False,True,False,False
7054,5jrq,BRAF,RAF,TKL,Human,inactive,in,out,1,2.29,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/5jrq.pdb,False,False,False,True,False,False
6939,4rzw,BRAF,RAF,TKL,Human,inactive,out,out,1,3.49,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/4rzw.pdb,False,False,False,False,False,False
6940,5ita,BRAF,RAF,TKL,Human,inactive,in,out,1,1.95,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/5ita.pdb,False,False,False,True,False,False
6941,4rzv,BRAF,RAF,TKL,Human,inactive,in,out,1,2.99,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/4rzv.pdb,False,False,False,True,False,False
6942,4rzw,BRAF,RAF,TKL,Human,inactive,out,in,1,3.49,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/4rzw.pdb,False,False,False,False,True,False
6943,5ita,BRAF,RAF,TKL,Human,inactive,in,out,1,1.95,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/5ita.pdb,False,False,False,True,False,False
6944,4rzv,BRAF,RAF,TKL,Human,inactive,in,out,1,2.99,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/4rzv.pdb,False,False,False,True,False,False
7065,5jt2,BRAF,RAF,TKL,Human,inactive,in,out,1,2.7,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/5jt2.pdb,False,False,False,True,False,False
7063,5jsm,BRAF,RAF,TKL,Human,inactive,in,out,1,2.19,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/5jsm.pdb,False,False,False,True,False,False
7060,5jsm,BRAF,RAF,TKL,Human,inactive,in,out,1,2.19,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/5jsm.pdb,False,False,False,True,False,False
7059,5jsm,BRAF,RAF,TKL,Human,inactive,in,out,1,2.19,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/5jsm.pdb,False,False,False,True,False,False
7061,5jrq,BRAF,RAF,TKL,Human,inactive,in,out,1,2.29,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/5jrq.pdb,False,False,False,True,False,False
7064,5jt2,BRAF,RAF,TKL,Human,inactive,in,out,1,2.7,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/5jt2.pdb,False,False,False,True,False,False
7251,3q4c,BRAF,RAF,TKL,Human,active,in,in,1,3.2,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/3q4c.pdb,True,False,False,False,False,False
8186,5vam,BRAF,RAF,TKL,Human,inactive,out,in,1,2.1,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/5vam.pdb,False,False,False,False,True,False
8187,5vam,BRAF,RAF,TKL,Human,inactive,out,in,1,2.1,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/5vam.pdb,False,False,False,False,True,False
8188,5val,BRAF,RAF,TKL,Human,inactive,out,in,1,2.26,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/5val.pdb,False,False,False,False,True,False
8189,5vam,BRAF,RAF,TKL,Human,inactive,out,in,1,2.1,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/5vam.pdb,False,False,False,False,True,False
8190,5val,BRAF,RAF,TKL,Human,inactive,out,in,1,2.26,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/5val.pdb,False,False,False,False,True,False
8185,5vam,BRAF,RAF,TKL,Human,inactive,out,in,1,2.1,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/5vam.pdb,False,False,False,False,True,False
8678,6b8u,BRAF,RAF,TKL,Human,inactive,out,out,1,2.68,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/6b8u.pdb,False,False,False,False,False,False
8679,6b8u,BRAF,RAF,TKL,Human,inactive,out,in,1,2.68,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/6b8u.pdb,False,False,False,False,True,False
9576,6cad,BRAF,RAF,TKL,Human,inactive,out,in,1,2.55,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/6cad.pdb,False,False,False,False,True,False
9575,6cad,BRAF,RAF,TKL,Human,inactive,out,out,1,2.55,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/6cad.pdb,False,False,False,False,False,False
11328,6nsq,BRAF,RAF,TKL,Human,inactive,out,in,1,3.05,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/6nsq.pdb,False,False,False,False,True,False
11329,6nsq,BRAF,RAF,TKL,Human,inactive,out,in,1,3.05,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/6nsq.pdb,False,False,False,False,True,False
11568,6u2h,BRAF,RAF,TKL,Human,active,in,in,1,2.5,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/6u2h.pdb,True,False,False,False,False,False
11569,6u2h,BRAF,RAF,TKL,Human,active,in,in,1,2.5,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/6u2h.pdb,True,False,False,False,False,False
11567,6u2g,BRAF,RAF,TKL,Human,inactive,in,out,1,2.89,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/6u2g.pdb,False,False,False,True,False,False
11594,6n0p,BRAF,RAF,TKL,Human,inactive,out,in,1,2.37,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/6n0p.pdb,False,False,False,False,True,False
11595,6n0p,BRAF,RAF,TKL,Human,inactive,out,in,1,2.37,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/6n0p.pdb,False,False,False,False,True,False
11596,6n0p,BRAF,RAF,TKL,Human,inactive,out,in,1,2.37,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/6n0p.pdb,False,False,False,False,True,False
11597,6n0p,BRAF,RAF,TKL,Human,inactive,out,in,1,2.37,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/6n0p.pdb,False,False,False,False,True,False
11708,6nyb,BRAF,RAF,TKL,Human,inactive,in,out,1,0.0,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/6nyb.pdb,False,False,False,True,False,False
11709,6pp9,BRAF,RAF,TKL,Human,inactive,in,out,1,2.59,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/6pp9.pdb,False,False,False,True,False,False
11711,6pp9,BRAF,RAF,TKL,Human,inactive,in,out,1,2.59,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/6pp9.pdb,False,False,False,True,False,False
11768,6n0q,BRAF,RAF,TKL,Human,inactive,out,in,1,2.04,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/6n0q.pdb,False,False,False,False,True,False
11769,6n0q,BRAF,RAF,TKL,Human,inactive,out,in,1,2.04,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/6n0q.pdb,False,False,False,False,True,False
11770,6n0q,BRAF,RAF,TKL,Human,inactive,out,in,1,2.04,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/6n0q.pdb,False,False,False,False,True,False
11771,6n0q,BRAF,RAF,TKL,Human,inactive,out,in,1,2.04,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/6n0q.pdb,False,False,False,False,True,False
12346,6uuo,BRAF,RAF,TKL,Human,inactive,in,out,1,3.29,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/6uuo.pdb,False,False,False,True,False,False
12347,6uuo,BRAF,RAF,TKL,Human,inactive,in,out,1,3.29,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/6uuo.pdb,False,False,False,True,False,False
12809,6p3d,BRAF,RAF,TKL,Human,inactive,out,in,1,2.11,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/6p3d.pdb,False,False,False,False,True,False
12810,6p7g,BRAF,RAF,TKL,Human,inactive,out,in,1,2.65,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/6p7g.pdb,False,False,False,False,True,False
12806,6p7g,BRAF,RAF,TKL,Human,inactive,out,in,1,2.65,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/6p7g.pdb,False,False,False,False,True,False
12807,6p7g,BRAF,RAF,TKL,Human,inactive,out,in,1,2.65,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/6p7g.pdb,False,False,False,False,True,False
12808,6p7g,BRAF,RAF,TKL,Human,inactive,out,in,1,2.65,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/6p7g.pdb,False,False,False,False,True,False
13023,6v30,BRAF,RAF,TKL,Human,inactive,in,out,1,3.09,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/6v30.pdb,False,False,False,True,False,False
13024,6v2y,BRAF,RAF,TKL,Human,inactive,in,out,1,3.451,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/6v2y.pdb,False,False,False,True,False,False
13025,6v2v,BRAF,RAF,TKL,Human,inactive,in,out,1,2.47,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/6v2v.pdb,False,False,False,True,False,False
13026,6v2w,BRAF,RAF,TKL,Human,inactive,in,out,1,3.12,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/6v2w.pdb,False,False,False,True,False,False
13027,6v31,BRAF,RAF,TKL,Human,inactive,in,out,1,3.12,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/6v31.pdb,False,False,False,True,False,False
13028,6v2z,BRAF,RAF,TKL,Human,inactive,in,out,1,3.16,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/6v2z.pdb,False,False,False,True,False,False
13029,6v32,BRAF,RAF,TKL,Human,inactive,in,out,1,3.19,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/6v32.pdb,False,False,False,True,False,False
13030,6v2v,BRAF,RAF,TKL,Human,inactive,in,out,1,2.47,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/6v2v.pdb,False,False,False,True,False,False
13031,6v2u,BRAF,RAF,TKL,Human,inactive,in,out,1,3.78,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/6v2u.pdb,False,False,False,True,False,False
13032,6v2w,BRAF,RAF,TKL,Human,inactive,in,out,1,3.12,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/6v2w.pdb,False,False,False,True,False,False
13033,6v2z,BRAF,RAF,TKL,Human,inactive,in,out,1,3.16,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/6v2z.pdb,False,False,False,True,False,False
13034,6v2u,BRAF,RAF,TKL,Human,inactive,in,out,1,3.78,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/6v2u.pdb,False,False,False,True,False,False
13035,6v2x,BRAF,RAF,TKL,Human,inactive,in,out,1,3.09,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/6v2x.pdb,False,False,False,True,False,False
13200,6v34,BRAF,RAF,TKL,Human,inactive,out,in,1,3.15,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/6v34.pdb,False,False,False,False,True,False
13199,6v34,BRAF,RAF,TKL,Human,inactive,out,in,1,3.15,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/6v34.pdb,False,False,False,False,True,False
13403,6xfp,BRAF,RAF,TKL,Human,inactive,out,in,1,2.0,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/6xfp.pdb,False,False,False,False,True,False
13404,6xfp,BRAF,RAF,TKL,Human,inactive,out,in,1,2.0,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/6xfp.pdb,False,False,False,False,True,False
13520,7m0y,BRAF,RAF,TKL,Human,inactive,in,out,1,3.45,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/7m0y.pdb,False,False,False,True,False,False
13521,7m0z,BRAF,RAF,TKL,Human,inactive,in,out,1,3.12,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/7m0z.pdb,False,False,False,True,False,False
13522,7m0v,BRAF,RAF,TKL,Human,inactive,in,out,1,3.16,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/7m0v.pdb,False,False,False,True,False,False
13523,7m0x,BRAF,RAF,TKL,Human,inactive,in,out,1,2.47,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/7m0x.pdb,False,False,False,True,False,False
13524,7m0x,BRAF,RAF,TKL,Human,inactive,in,out,1,2.47,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/7m0x.pdb,False,False,False,True,False,False
13525,7m0t,BRAF,RAF,TKL,Human,inactive,in,out,1,3.19,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/7m0t.pdb,False,False,False,True,False,False
13526,7m0v,BRAF,RAF,TKL,Human,inactive,in,out,1,3.16,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/7m0v.pdb,False,False,False,True,False,False
13527,7m0u,BRAF,RAF,TKL,Human,inactive,in,out,1,3.09,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/7m0u.pdb,False,False,False,True,False,False
13528,7m0w,BRAF,RAF,TKL,Human,inactive,in,out,1,3.09,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/7m0w.pdb,False,False,False,True,False,False
13618,6xlo,BRAF,RAF,TKL,Human,inactive,out,in,1,2.493,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/6xlo.pdb,False,False,False,False,True,False
13616,7k0v,BRAF,RAF,TKL,Human,inactive,out,in,1,1.93,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/7k0v.pdb,False,False,False,False,True,False
13617,7k0v,BRAF,RAF,TKL,Human,inactive,out,in,1,1.93,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/7k0v.pdb,False,False,False,False,True,False
13961,7p3v,BRAF,RAF,TKL,Human,inactive,in,out,1,2.37,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/7p3v.pdb,False,False,False,True,False,False
14481,7shv,BRAF,RAF,TKL,Human,active,in,in,1,2.88,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/7shv.pdb,True,False,False,False,False,False
14482,7shv,BRAF,RAF,TKL,Human,active,in,in,1,2.88,/Users/josefinadehan/tp_vision_avanzada/TPF_Vision_Avanzada/data/raw/pdbs/7shv.pdb,True,False,False,False,False,False
